@relation my_relation
@attribute attr0 real
@attribute attr1 real
@attribute attr2 real
@attribute attr3 real
@attribute attr4 real
@attribute attr5 real
@attribute attr6 real
@attribute attr7 real
@attribute attr8 real
@attribute attr9 real
@attribute attr10 real
@attribute attr11 real
@attribute attr12 real
@attribute attr13 real
@attribute attr14 real
@attribute attr15 real
@attribute attr16 real
@attribute attr17 real
@attribute attr18 real
@attribute attr19 real
@attribute attr20 real
@attribute attr21 real
@attribute attr22 real
@attribute attr23 real
@attribute attr24 real
@attribute attr25 real
@attribute attr26 real
@attribute attr27 real
@attribute attr28 real
@attribute attr29 real
@attribute attr30 real
@attribute attr31 real
@attribute attr32 real
@attribute attr33 real
@attribute attr34 real
@attribute attr35 real
@attribute attr36 real
@attribute attr37 real
@attribute attr38 real
@attribute attr39 real
@attribute attr40 real
@attribute attr41 real
@attribute attr42 real
@attribute attr43 real
@attribute attr44 real
@attribute attr45 real
@attribute attr46 real
@attribute attr47 real
@attribute attr48 real
@attribute attr49 real
@attribute attr50 real
@attribute attr51 real
@attribute attr52 real
@attribute attr53 real
@attribute attr54 real
@attribute attr55 real
@attribute attr56 real
@attribute attr57 real
@attribute attr58 real
@attribute attr59 real
@attribute attr60 real
@attribute attr61 {Y0, Y1}
@data
0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,3.0,32.0,3.0,35.0,35.0,3.0,1.0,6.0,52.0,0.0,5.0,0.0,0.25,5.0,5.0,5.0,20.0,72.0,0.0,701.0,72.0,2.0,60.0,0.0,254.0,243.0,2453.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,'Y0'
0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,32.0,3.0,15.0,15.0,1.0,1.0,5.0,51.0,0.0,2.0,1.0,0.5,2.0,1.0,1.0,20.0,72.0,0.0,701.0,72.0,2.0,60.0,0.0,254.0,243.0,2453.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,'Y0'
0.0,0.0,0.0,6.0,3.0,2.0,5.0,6.0,7.0,30.0,3.0,70.0,70.0,13.0,0.2,7.0,52.0,0.0,30.0,0.9,1.0,30.0,5.0,5.0,20.0,72.0,0.0,701.0,72.0,2.0,60.0,0.0,254.0,243.0,2453.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,'Y0'
0.0,0.0,0.0,5.0,0.0,5.0,1.0,5.0,19.0,32.0,3.0,83.0,83.0,6.0,1.0,5.0,57.0,0.0,21.0,1.0,0.05,21.0,4.2,4.2,20.0,72.0,0.0,701.0,72.0,2.0,60.0,0.0,254.0,243.0,2453.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,'Y0'
0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,1.0,32.0,3.0,20.0,20.0,2.0,1.0,5.0,52.0,0.0,3.0,1.0,0.5,3.0,1.0,1.0,20.0,72.0,0.0,701.0,72.0,2.0,60.0,0.0,254.0,243.0,2453.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,'Y0'
0.0,0.0,0.0,5.0,1.0,4.0,3.0,5.0,1.0,25.0,2.0,49.0,49.0,6.0,0.1,5.0,44.0,0.0,8.0,0.75,0.5,8.0,1.6,1.6,40.0,171.0,0.0,1752.0,182.0,2.0,60.0,0.0,254.0,243.0,2453.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,'Y0'
0.0,0.0,0.0,7.0,0.0,0.0,2.0,7.0,0.0,26.0,2.0,51.0,51.0,3.0,0.0,5.0,45.0,2.0,11.0,0.0,1.0,11.0,1.571429,1.571429,40.0,171.0,0.0,1752.0,182.0,2.0,60.0,0.0,254.0,243.0,2453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,3.0,4.0,7.0,0.0,0.0,'Y0'
0.0,0.0,0.0,7.0,0.0,5.0,2.0,7.0,4.0,0.0,1.0,72.0,72.0,7.0,0.714286,3.0,14.0,1.0,11.0,0.708333,0.5,11.0,1.571429,1.571429,40.0,171.0,0.0,1752.0,182.0,2.0,60.0,0.0,254.0,243.0,2453.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,7.0,7.0,1.0,0.0,'Y0'
0.0,0.0,0.0,10.0,4.0,5.0,3.0,10.0,2.0,22.0,2.0,98.0,98.0,12.0,0.133333,5.0,48.0,13.0,23.0,0.888889,1.0,23.0,2.3,2.3,40.0,171.0,0.0,1752.0,182.0,2.0,60.0,0.0,254.0,243.0,2453.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,'Y1'
1.0,0.0,0.0,11.0,1.0,0.0,0.0,11.0,2.0,6.0,2.0,70.0,70.0,0.0,0.622222,0.0,11.0,0.0,19.0,0.7,1.0,19.0,1.727273,1.727273,40.0,171.0,0.0,1752.0,182.0,2.0,60.0,0.0,254.0,243.0,2453.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,3.0,8.0,10.0,0.0,1.0,'Y0'
0.0,0.0,0.0,7.0,1.0,1.0,3.0,7.0,3.0,25.0,2.0,65.0,65.0,7.0,0.952381,5.0,46.0,1.0,13.0,0.5,0.833333,13.0,1.857143,1.857143,40.0,171.0,0.0,1752.0,182.0,2.0,60.0,0.0,254.0,243.0,2453.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,'Y0'
0.0,1.0,17.0,11.0,0.0,0.0,18.0,10.0,5.0,0.0,1.0,244.0,239.0,18.0,0.345455,1.0,29.0,9.0,33.0,0.8,0.6,32.0,3.0,3.2,40.0,171.0,0.0,1752.0,182.0,2.0,60.0,0.0,254.0,243.0,2453.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,4.0,8.0,10.0,1.0,0.0,'Y0'
0.0,1.0,1.0,27.0,0.0,7.0,5.0,26.0,7.0,0.0,1.0,283.0,278.0,13.0,0.390769,4.0,40.0,7.0,55.0,0.961538,0.758621,54.0,2.037037,2.076923,40.0,171.0,0.0,1752.0,182.0,2.0,60.0,0.0,254.0,243.0,2453.0,0.0,6.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,4.0,24.0,1.0,3.0,0.0,0.0,0.0,28.0,3.0,0.0,0.0,3.0,25.0,26.0,1.0,0.0,'Y1'
0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,19.0,19.0,0.0,1.0,0.0,2.0,0.0,3.0,0.5,1.0,3.0,1.5,1.5,40.0,171.0,0.0,1752.0,182.0,2.0,60.0,0.0,254.0,243.0,2453.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,'Y0'
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,3.0,5.0,0.0,0.0,1.0,2.0,28.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,40.0,171.0,0.0,1752.0,182.0,2.0,60.0,0.0,254.0,243.0,2453.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,'Y0'
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,2.0,5.0,5.0,0.0,1.0,1.0,28.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,40.0,171.0,0.0,1752.0,182.0,2.0,60.0,0.0,254.0,243.0,2453.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,'Y0'
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,3.0,5.0,0.0,0.0,1.0,2.0,28.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,40.0,171.0,0.0,1752.0,182.0,2.0,60.0,0.0,254.0,243.0,2453.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,'Y0'
0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,15.0,4.0,18.0,18.0,4.0,1.0,1.0,9.0,0.0,4.0,0.0,1.0,4.0,1.0,1.0,8.0,100.0,1.0,2639.0,109.0,4.0,48.0,1.0,245.0,233.0,6694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,'Y0'
0.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,3.0,14.0,3.0,50.0,50.0,0.0,1.0,0.0,6.0,1.0,13.0,0.6,1.0,13.0,2.166667,2.166667,8.0,100.0,1.0,2639.0,109.0,4.0,48.0,1.0,245.0,233.0,6694.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,5.0,'Y0'
1.0,0.0,2.0,29.0,0.0,106.0,25.0,29.0,4.0,0.0,1.0,1371.0,1371.0,51.0,1.0,27.0,87.0,0.0,328.0,0.723214,1.0,328.0,11.310345,11.310345,8.0,100.0,1.0,2639.0,109.0,4.0,48.0,1.0,245.0,233.0,6694.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,25.0,0.0,0.0,0.0,0.0,29.0,6.0,0.0,0.0,6.0,23.0,27.0,0.0,2.0,'Y1'
0.0,0.0,0.0,10.0,0.0,96.0,1.0,10.0,3.0,0.0,1.0,243.0,243.0,1.0,1.0,28.0,12.0,0.0,47.0,0.481481,1.0,47.0,4.7,4.7,8.0,100.0,1.0,2639.0,109.0,4.0,48.0,1.0,245.0,233.0,6694.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,1.0,'Y0'
0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,14.0,14.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,0.666667,2.0,1.0,1.0,8.0,100.0,1.0,2639.0,109.0,4.0,48.0,1.0,245.0,233.0,6694.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,'Y0'
0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,8.0,0.0,2.0,76.0,76.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,0.2,2.0,1.0,1.0,32.0,46.0,0.0,1690.0,48.0,4.0,48.0,1.0,245.0,233.0,6694.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,'Y0'
0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,11.0,2.0,15.0,15.0,0.0,0.0,4.0,21.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,5.0,0.0,44.0,5.0,11.0,58.0,2.0,541.0,326.0,7842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,'Y0'
0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,7.0,2.0,29.0,29.0,2.0,0.0,5.0,15.0,0.0,4.0,0.0,1.0,4.0,1.333333,1.333333,2.0,5.0,0.0,44.0,5.0,11.0,58.0,2.0,541.0,326.0,7842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,'Y0'
0.0,39.0,0.0,40.0,0.0,15.0,3.0,1.0,20.0,0.0,1.0,330.0,330.0,3.0,0.087179,9.0,58.0,0.0,40.0,0.971795,0.025,1.0,1.0,1.0,5.0,27.0,0.0,1293.0,138.0,11.0,58.0,2.0,541.0,326.0,7842.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,41.0,1.0,1.0,0.0,'Y0'
0.0,18.0,0.0,25.0,1.0,5.0,4.0,7.0,9.0,10.0,2.0,199.0,37.0,3.0,0.243333,7.0,40.0,0.0,25.0,0.898148,0.28,7.0,1.0,1.0,5.0,27.0,0.0,1293.0,138.0,11.0,58.0,2.0,541.0,326.0,7842.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,7.0,1.0,0.0,'Y0'
0.0,0.0,0.0,3.0,0.0,1.0,2.0,3.0,0.0,72.0,5.0,88.0,88.0,3.0,1.0,2.0,6.0,0.0,10.0,0.0,1.0,10.0,3.333333,3.333333,3.0,28.0,0.0,619.0,34.0,4.0,56.0,5.0,502.0,445.0,10835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,'Y0'
1.0,6.0,0.0,30.0,0.0,0.0,1.0,24.0,11.0,0.0,1.0,518.0,390.0,1.0,0.261084,1.0,31.0,0.0,55.0,0.937304,0.8,42.0,1.833333,1.75,3.0,28.0,0.0,619.0,34.0,4.0,56.0,5.0,502.0,445.0,10835.0,0.0,0.0,0.0,11.0,0.0,5.0,5.0,5.0,6.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,23.0,0.0,1.0,'Y0'
2.0,9.0,3.0,47.0,0.0,19.0,11.0,38.0,48.0,0.0,1.0,1342.0,1264.0,30.0,0.49359,10.0,77.0,0.0,227.0,0.949275,0.709677,213.0,4.829787,5.605263,40.0,277.0,5.0,7963.0,322.0,4.0,56.0,5.0,502.0,445.0,10835.0,0.0,1.0,13.0,34.0,0.0,24.0,19.0,19.0,24.0,5.0,0.0,31.0,7.0,9.0,1.0,7.0,0.0,41.0,2.0,2.0,5.0,0.0,41.0,38.0,1.0,0.0,'Y1'
3.0,9.0,6.0,50.0,0.0,0.0,10.0,41.0,96.0,0.0,1.0,3600.0,3405.0,26.0,0.272895,5.0,80.0,0.0,296.0,0.980867,0.395349,256.0,5.92,6.243902,40.0,277.0,5.0,7963.0,322.0,4.0,56.0,5.0,502.0,445.0,10835.0,0.0,19.0,15.0,62.0,0.0,55.0,47.0,47.0,41.0,8.0,0.0,25.0,3.0,21.0,2.0,5.0,0.0,46.0,7.0,2.0,3.0,5.0,41.0,41.0,1.0,0.0,'Y1'
1.0,0.0,0.0,18.0,0.0,61.0,9.0,18.0,2.0,0.0,1.0,1097.0,1097.0,36.0,0.269231,9.0,61.0,0.0,286.0,0.882353,1.0,286.0,15.888889,15.888889,40.0,277.0,5.0,7963.0,322.0,4.0,56.0,5.0,502.0,445.0,10835.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,12.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0,18.0,1.0,0.0,'Y1'
2.0,7.0,0.0,11.0,1.0,0.0,0.0,4.0,6.0,0.0,1.0,112.0,64.0,0.0,0.361111,0.0,11.0,0.0,11.0,0.8,0.3,4.0,1.0,1.0,40.0,277.0,5.0,7963.0,322.0,4.0,56.0,5.0,502.0,445.0,10835.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,2.0,'Y0'
0.0,0.0,10.0,4.0,0.0,0.0,10.0,4.0,0.0,0.0,1.0,196.0,196.0,11.0,0.0,0.0,15.0,0.0,8.0,0.0,1.0,8.0,2.0,2.0,30.0,106.0,4.0,993.0,111.0,3.0,91.0,9.0,585.0,567.0,8432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,'Y0'
0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,26.0,26.0,2.0,1.0,2.0,4.0,0.0,2.0,0.5,1.0,2.0,1.0,1.0,30.0,106.0,4.0,993.0,111.0,3.0,91.0,9.0,585.0,567.0,8432.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,'Y0'
0.0,4.0,0.0,11.0,1.0,0.0,0.0,7.0,4.0,0.0,1.0,107.0,67.0,0.0,0.418182,0.0,11.0,0.0,11.0,0.8,0.636364,7.0,1.0,1.0,30.0,106.0,4.0,993.0,111.0,3.0,91.0,9.0,585.0,567.0,8432.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,7.0,1.0,0.0,'Y0'
0.0,0.0,1.0,4.0,1.0,0.0,4.0,4.0,5.0,14.0,2.0,166.0,166.0,4.0,0.5,10.0,34.0,0.0,10.0,0.6,1.0,10.0,2.5,2.5,7.0,34.0,0.0,713.0,36.0,13.0,66.0,10.0,629.0,479.0,11929.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,'Y0'
1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,34.0,34.0,1.0,1.0,3.0,2.0,0.0,6.0,0.0,0.42967,6.0,6.0,6.0,7.0,34.0,0.0,713.0,36.0,13.0,66.0,10.0,629.0,479.0,11929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,'Y0'
3.0,9.0,7.0,63.0,0.0,3.0,5.0,54.0,23.0,0.0,2.0,2005.0,1910.0,11.0,0.383503,3.0,77.0,3.0,244.0,0.953717,0.42967,233.0,3.873016,4.314815,11.0,101.0,0.0,2259.0,113.0,13.0,66.0,10.0,629.0,479.0,11929.0,0.0,2.0,4.0,17.0,0.0,9.0,6.0,6.0,14.0,3.0,0.0,34.0,10.0,19.0,0.0,4.0,4.0,55.0,1.0,0.0,4.0,1.0,58.0,50.0,0.0,4.0,'Y1'
1.0,7.0,0.0,16.0,1.0,0.0,0.0,9.0,7.0,0.0,1.0,175.0,105.0,0.0,0.2,4.0,16.0,0.0,16.0,0.866667,0.5625,9.0,1.0,1.0,4.0,32.0,0.0,659.0,53.0,13.0,66.0,10.0,629.0,479.0,11929.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0,1.0,'Y0'
