@relation my_relation
@attribute attr0 real
@attribute attr1 real
@attribute attr2 real
@attribute attr3 real
@attribute attr4 real
@attribute attr5 real
@attribute attr6 real
@attribute attr7 real
@attribute attr8 real
@attribute attr9 real
@attribute attr10 string
@data
0.0,9.0,175.0,105.0,0.0,0.2,16.0,0.5625,9.0,8.0,'Y1'
0.0,1.0,38.0,38.0,0.0,1.0,1.0,0.0,1.0,0.0,'Y0'
1.0,11.0,146.0,146.0,1.0,0.622222,17.0,1.0,17.0,10.0,'Y0'
0.0,1.0,42.0,42.0,0.0,1.0,7.0,1.0,7.0,1.0,'Y0'
2.0,4.0,51.0,51.0,4.0,0.0,11.0,0.4,11.0,3.0,'Y0'
1.0,3.0,164.0,79.0,0.0,0.30303,21.0,0.25,11.0,3.0,'Y1'
12.0,6.0,321.0,306.0,20.0,0.2,51.0,0.75,48.0,5.0,'Y0'
4.0,9.0,200.0,200.0,2.0,1.0,20.0,1.0,20.0,8.0,'Y0'
0.0,1.0,10.0,10.0,0.0,1.0,2.0,0.4,2.0,1.0,'Y0'
0.0,1.0,25.0,7.0,0.0,0.333333,4.0,0.25,1.0,1.0,'Y1'
0.0,0.0,47.0,47.0,0.0,0.142857,8.0,0.0,0.0,0.0,'Y1'
0.0,2.0,47.0,11.0,0.0,0.142857,8.0,0.25,2.0,2.0,'Y1'
0.0,0.0,91.0,91.0,0.0,0.066667,16.0,0.0,0.0,0.0,'Y1'
2.0,5.0,29.0,29.0,2.0,0.0,5.0,1.0,5.0,4.0,'Y0'
2.0,6.0,48.0,38.0,4.0,1.0,7.0,0.75,6.0,5.0,'Y0'
2.0,6.0,39.0,39.0,2.0,0.0,8.0,1.0,8.0,5.0,'Y0'
0.0,66.0,1917.0,1917.0,0.0,0.007519,785.0,0.919355,785.0,62.0,'Y0'
6.0,7.0,301.0,301.0,8.0,0.0,48.0,1.0,48.0,6.0,'Y0'
0.0,2.0,8.0,8.0,0.0,1.0,2.0,1.0,2.0,0.0,'Y0'
0.0,2.0,12.0,12.0,0.0,0.0,4.0,1.0,4.0,2.0,'Y0'
15.0,22.0,603.0,603.0,21.0,0.333333,114.0,1.0,114.0,21.0,'Y0'
28.0,31.0,1043.0,1015.0,46.0,0.3,70.0,1.0,68.0,30.0,'Y0'
0.0,1.0,38.0,38.0,0.0,1.0,1.0,0.0,1.0,0.0,'Y0'
1.0,2.0,86.0,22.0,1.0,0.142857,11.0,0.0,3.0,0.0,'Y1'
11.0,18.0,1172.0,1172.0,20.0,0.461538,238.0,1.0,238.0,18.0,'Y0'
1.0,2.0,86.0,30.0,1.0,0.166667,9.0,0.222222,2.0,2.0,'Y1'
0.0,0.0,95.0,63.0,0.0,0.333333,4.0,0.0,0.0,0.0,'Y1'
7.0,17.0,571.0,571.0,19.0,0.363636,45.0,0.4,45.0,15.0,'Y0'
2.0,2.0,66.0,66.0,2.0,1.0,8.0,1.0,8.0,1.0,'Y0'
5.0,7.0,239.0,239.0,7.0,0.0,27.0,0.4,27.0,5.0,'Y0'
4.0,6.0,149.0,91.0,7.0,0.190476,14.0,0.5,6.0,5.0,'Y0'
17.0,39.0,1243.0,1234.0,46.0,0.239683,133.0,0.921053,132.0,38.0,'Y0'
0.0,3.0,83.0,43.0,0.0,0.142857,11.0,0.272727,3.0,0.0,'Y1'
1.0,1.0,8.0,8.0,1.0,1.0,2.0,1.0,2.0,1.0,'Y0'
2.0,3.0,95.0,75.0,4.0,0.6,9.0,0.6,7.0,3.0,'Y0'
9.0,14.0,573.0,477.0,23.0,0.108374,71.0,0.4,56.0,14.0,'Y0'
3.0,2.0,100.0,64.0,9.0,0.380952,13.0,0.25,7.0,1.0,'Y1'
0.0,1.0,252.0,252.0,0.0,1.0,1.0,0.0,1.0,0.0,'Y0'
15.0,11.0,323.0,323.0,29.0,0.222222,49.0,0.875,49.0,10.0,'Y0'
0.0,1.0,9.0,9.0,0.0,1.0,2.0,0.4,2.0,1.0,'Y0'
2.0,2.0,97.0,42.0,2.0,0.163636,19.0,0.166667,8.0,1.0,'Y1'
0.0,2.0,21.0,21.0,0.0,1.0,3.0,1.0,3.0,1.0,'Y0'
1.0,1.0,127.0,89.0,1.0,0.0,5.0,0.0,1.0,0.0,'Y1'
1.0,8.0,263.0,155.0,1.0,0.032967,19.0,0.4,8.0,7.0,'Y0'
0.0,1.0,97.0,1.0,0.0,0.066667,17.0,0.0,1.0,0.0,'Y1'
3.0,13.0,218.0,218.0,3.0,0.755556,51.0,1.0,51.0,12.0,'Y0'
0.0,1.0,8.0,8.0,0.0,1.0,2.0,1.0,2.0,1.0,'Y0'
41.0,73.0,3129.0,2065.0,71.0,0.27739,476.0,0.385714,344.0,70.0,'Y0'
0.0,1.0,380.0,380.0,0.0,0.029268,42.0,0.02439,2.0,1.0,'Y1'
0.0,0.0,61.0,61.0,0.0,0.333333,8.0,0.0,0.0,0.0,'Y1'
0.0,0.0,26.0,26.0,0.0,0.2,6.0,0.0,0.0,0.0,'Y1'
14.0,16.0,561.0,561.0,23.0,0.622222,56.0,1.0,56.0,15.0,'Y0'
0.0,1.0,6.0,6.0,0.0,1.0,1.0,0.4,1.0,1.0,'Y0'
1.0,3.0,90.0,21.0,2.0,0.133333,14.0,0.3,3.0,3.0,'Y1'
23.0,31.0,1142.0,1142.0,47.0,0.405797,138.0,1.0,138.0,30.0,'Y0'
1.0,1.0,33.0,3.0,1.0,0.2,7.0,0.0,1.0,0.0,'Y1'
0.0,1.0,38.0,3.0,0.0,0.142857,8.0,0.0,1.0,0.0,'Y1'
0.0,1.0,56.0,1.0,0.0,0.090909,12.0,0.0,1.0,0.0,'Y1'
0.0,1.0,65.0,0.0,0.0,0.076923,14.0,0.0,1.0,0.0,'Y1'
0.0,1.0,47.0,2.0,0.0,0.111111,10.0,0.0,1.0,0.0,'Y1'
1.0,6.0,59.0,59.0,1.0,0.0,11.0,1.0,11.0,5.0,'Y0'
0.0,1.0,5.0,5.0,0.0,1.0,1.0,0.4,1.0,1.0,'Y0'
7.0,15.0,695.0,616.0,18.0,0.722222,179.0,0.75,165.0,14.0,'Y0'
4.0,8.0,125.0,125.0,8.0,0.5,31.0,1.0,31.0,6.0,'Y0'
24.0,63.0,2137.0,2127.0,50.0,0.335994,464.0,0.26,462.0,62.0,'Y0'
18.0,16.0,590.0,590.0,26.0,1.0,95.0,1.0,95.0,14.0,'Y0'
14.0,13.0,531.0,531.0,55.0,1.0,51.0,0.2,51.0,11.0,'Y0'
3.0,7.0,250.0,190.0,3.0,0.533333,17.0,0.363636,9.0,6.0,'Y0'
62.0,63.0,1867.0,1826.0,103.0,0.219373,184.0,0.348485,179.0,62.0,'Y0'
19.0,46.0,1097.0,957.0,32.0,0.120108,203.0,0.652174,179.0,44.0,'Y0'
1.0,2.0,12.0,12.0,1.0,0.0,2.0,1.0,2.0,2.0,'Y0'
2.0,4.0,29.0,29.0,2.0,1.0,4.0,1.0,4.0,3.0,'Y0'
3.0,4.0,94.0,38.0,4.0,0.642857,9.0,0.375,4.0,3.0,'Y1'
9.0,12.0,290.0,290.0,20.0,0.890909,21.0,1.0,21.0,11.0,'Y0'
5.0,1.0,47.0,30.0,7.0,1.0,3.0,0.5,2.0,1.0,'Y0'
0.0,4.0,117.0,67.0,0.0,0.142857,10.0,0.333333,5.0,2.0,'Y1'
13.0,65.0,1812.0,1706.0,67.0,0.471441,234.0,0.875,221.0,62.0,'Y0'
0.0,1.0,24.0,24.0,0.0,1.0,1.0,0.142857,1.0,0.0,'Y0'
3.0,7.0,131.0,93.0,6.0,0.0,12.0,0.75,8.0,4.0,'Y0'
0.0,14.0,255.0,255.0,0.0,0.464286,30.0,1.0,30.0,12.0,'Y0'
2.0,8.0,88.0,88.0,8.0,1.0,10.0,1.0,10.0,7.0,'Y0'
13.0,8.0,155.0,155.0,14.0,0.047619,17.0,0.4,17.0,7.0,'Y0'
0.0,7.0,149.0,41.0,0.0,0.051948,30.0,0.0,7.0,6.0,'Y1'
47.0,17.0,2165.0,2143.0,97.0,0.192308,196.0,1.0,191.0,16.0,'Y0'
2.0,2.0,21.0,21.0,2.0,1.0,2.0,1.0,2.0,1.0,'Y0'
2.0,3.0,31.0,31.0,1.0,0.0,3.0,1.0,3.0,2.0,'Y0'
45.0,85.0,1526.0,1384.0,59.0,0.102798,174.0,0.391304,147.0,84.0,'Y0'
4.0,5.0,227.0,169.0,5.0,0.111111,17.0,0.5,8.0,4.0,'Y0'
1.0,2.0,107.0,59.0,2.0,0.0,11.0,0.0,3.0,0.0,'Y1'
1.0,2.0,24.0,24.0,1.0,1.0,4.0,0.4,4.0,2.0,'Y0'
0.0,11.0,58.0,58.0,0.0,0.0,11.0,0.4,11.0,11.0,'Y0'
29.0,25.0,745.0,637.0,49.0,0.327635,150.0,0.4,131.0,24.0,'Y0'
5.0,53.0,2078.0,1633.0,4.0,0.115126,136.0,0.292929,88.0,52.0,'Y0'
3.0,23.0,596.0,576.0,3.0,0.181159,69.0,0.454545,64.0,22.0,'Y0'
3.0,48.0,2214.0,2128.0,3.0,0.326797,264.0,0.392857,255.0,46.0,'Y0'
0.0,6.0,121.0,83.0,0.0,0.177778,13.0,1.0,8.0,5.0,'Y1'
3.0,47.0,2044.0,2022.0,8.0,0.35,219.0,0.318182,216.0,46.0,'Y0'
0.0,1.0,75.0,11.0,0.0,0.142857,9.0,0.111111,1.0,0.0,'Y1'
1.0,2.0,129.0,129.0,2.0,1.0,26.0,0.285714,26.0,1.0,'Y0'
1.0,2.0,14.0,14.0,2.0,1.0,3.0,1.0,3.0,1.0,'Y0'
1.0,2.0,120.0,83.0,0.0,0.0,5.0,0.095238,2.0,0.0,'Y1'
0.0,2.0,97.0,17.0,0.0,0.089744,15.0,0.133333,2.0,0.0,'Y1'
0.0,3.0,47.0,17.0,0.0,0.2,8.0,0.0,3.0,1.0,'Y1'
53.0,72.0,1550.0,1550.0,67.0,0.154327,193.0,0.847222,193.0,72.0,'Y0'
0.0,4.0,49.0,25.0,0.0,0.142857,8.0,0.5,4.0,4.0,'Y1'
1.0,3.0,31.0,31.0,2.0,1.0,4.0,0.6,4.0,2.0,'Y0'
12.0,38.0,1127.0,1100.0,34.0,0.426743,164.0,0.727273,162.0,37.0,'Y0'
0.0,3.0,29.0,29.0,0.0,0.0,7.0,0.4,7.0,3.0,'Y0'
0.0,0.0,61.0,19.0,0.0,0.2,6.0,0.0,0.0,0.0,'Y1'
69.0,118.0,3877.0,3392.0,181.0,0.24011,435.0,0.4,377.0,118.0,'Y0'
1.0,27.0,1399.0,1357.0,1.0,0.278325,332.0,0.75,325.0,26.0,'Y0'
27.0,18.0,1381.0,1277.0,60.0,0.4,166.0,0.140845,148.0,15.0,'Y0'
0.0,5.0,177.0,161.0,0.0,0.535714,31.0,0.217391,26.0,4.0,'Y0'
3.0,2.0,36.0,24.0,3.0,0.6,6.0,0.2,2.0,1.0,'Y1'
4.0,4.0,106.0,80.0,3.0,0.194444,20.0,0.25,14.0,3.0,'Y1'
0.0,1.0,21.0,3.0,0.0,0.2,7.0,0.142857,1.0,0.0,'Y1'
0.0,1.0,20.0,2.0,0.0,0.2,7.0,0.142857,1.0,0.0,'Y1'
4.0,1.0,71.0,71.0,4.0,1.0,1.0,0.0,1.0,0.0,'Y0'
1.0,8.0,269.0,269.0,1.0,1.0,24.0,1.0,24.0,8.0,'Y0'
0.0,9.0,382.0,337.0,0.0,0.0,47.0,0.4,41.0,8.0,'Y0'
2.0,2.0,175.0,34.0,1.0,0.090909,16.0,0.142857,2.0,0.0,'Y1'
13.0,25.0,1157.0,1157.0,31.0,0.25,119.0,0.380952,119.0,25.0,'Y0'
0.0,1.0,35.0,11.0,0.0,0.0,5.0,0.2,1.0,0.0,'Y1'
22.0,61.0,2958.0,2937.0,48.0,0.333333,390.0,0.375,388.0,60.0,'Y0'
0.0,0.0,109.0,109.0,0.0,0.111111,10.0,0.0,0.0,0.0,'Y1'
4.0,14.0,1184.0,953.0,13.0,0.286765,136.0,0.266667,97.0,13.0,'Y0'
0.0,1.0,44.0,14.0,0.0,0.238095,7.0,0.142857,1.0,1.0,'Y1'
9.0,42.0,1065.0,1033.0,38.0,0.252439,200.0,0.806452,196.0,41.0,'Y0'
17.0,101.0,2907.0,2435.0,70.0,0.308466,485.0,0.669565,436.0,97.0,'Y0'
0.0,1.0,179.0,43.0,0.0,0.058824,18.0,0.055556,1.0,0.0,'Y1'
2.0,5.0,98.0,68.0,4.0,1.0,10.0,0.6,6.0,2.0,'Y0'
0.0,2.0,44.0,44.0,0.0,0.0,3.0,1.0,3.0,2.0,'Y0'
0.0,3.0,75.0,35.0,0.0,0.4,7.0,0.428571,3.0,1.0,'Y1'
1.0,3.0,26.0,15.0,1.0,0.2,6.0,0.6,4.0,3.0,'Y0'
0.0,1.0,32.0,32.0,0.0,0.142857,8.0,0.125,1.0,1.0,'Y1'
0.0,0.0,24.0,24.0,0.0,0.2,6.0,0.0,0.0,0.0,'Y1'
0.0,0.0,25.0,25.0,0.0,0.2,6.0,0.0,0.0,0.0,'Y1'
0.0,1.0,29.0,29.0,0.0,0.2,7.0,0.142857,1.0,0.0,'Y1'
0.0,0.0,24.0,24.0,0.0,0.2,6.0,0.0,0.0,0.0,'Y1'
0.0,0.0,23.0,23.0,0.0,0.2,6.0,0.0,0.0,0.0,'Y1'
0.0,0.0,31.0,31.0,0.0,0.142857,8.0,0.0,0.0,0.0,'Y1'
0.0,1.0,3.0,3.0,0.0,1.0,1.0,0.4,1.0,1.0,'Y0'
2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.4,1.0,1.0,'Y0'
0.0,1.0,230.0,230.0,0.0,1.0,1.0,0.0,1.0,0.0,'Y0'
0.0,1.0,110.0,110.0,0.0,1.0,1.0,0.0,1.0,0.0,'Y0'
1.0,2.0,40.0,40.0,1.0,1.0,4.0,1.0,4.0,1.0,'Y0'
15.0,5.0,214.0,214.0,27.0,1.0,29.0,1.0,29.0,4.0,'Y0'
10.0,1.0,272.0,96.0,13.0,0.6,25.0,0.2,1.0,0.0,'Y1'
11.0,7.0,151.0,151.0,16.0,0.0,24.0,1.0,24.0,7.0,'Y0'
0.0,1.0,34.0,14.0,0.0,0.0,5.0,0.125,1.0,0.0,'Y1'
21.0,40.0,1400.0,1348.0,89.0,0.340244,256.0,0.909091,249.0,38.0,'Y0'
0.0,0.0,31.0,1.0,0.0,0.2,6.0,0.0,0.0,0.0,'Y1'
0.0,2.0,63.0,20.0,0.0,0.3,8.0,0.285714,2.0,0.0,'Y1'
36.0,108.0,2792.0,2378.0,80.0,0.272109,489.0,0.620438,414.0,105.0,'Y0'
21.0,37.0,1299.0,1179.0,51.0,0.439626,214.0,0.627907,194.0,36.0,'Y0'
0.0,3.0,79.0,45.0,0.0,0.238095,9.0,0.428571,3.0,3.0,'Y1'
0.0,1.0,63.0,35.0,0.0,0.0,5.0,0.2,1.0,0.0,'Y1'
0.0,1.0,117.0,47.0,0.0,0.111111,11.0,0.090909,1.0,0.0,'Y1'
0.0,1.0,101.0,53.0,0.0,0.0,7.0,0.142857,1.0,0.0,'Y1'
1.0,2.0,48.0,18.0,1.0,0.2,8.0,0.181818,2.0,0.0,'Y1'
2.0,7.0,1217.0,1217.0,14.0,0.3,167.0,1.0,167.0,7.0,'Y0'
0.0,2.0,125.0,55.0,0.0,0.111111,12.0,0.166667,2.0,0.0,'Y1'
0.0,1.0,91.0,49.0,0.0,0.0,7.0,0.142857,1.0,0.0,'Y1'
0.0,2.0,81.0,39.0,0.0,0.2,8.0,0.25,2.0,0.0,'Y1'
35.0,70.0,1494.0,1324.0,71.0,0.347339,289.0,0.744186,254.0,69.0,'Y0'
9.0,7.0,5126.0,5126.0,23.0,0.0,181.0,0.8,181.0,7.0,'Y0'
11.0,8.0,5349.0,5349.0,25.0,0.0,185.0,0.8,185.0,8.0,'Y0'
4.0,4.0,78.0,33.0,4.0,0.166667,10.0,0.4,4.0,3.0,'Y1'
0.0,1.0,292.0,69.0,0.0,0.044118,23.0,0.0,1.0,0.0,'Y1'
0.0,0.0,224.0,8.0,0.0,0.047619,22.0,0.0,0.0,0.0,'Y1'
0.0,0.0,89.0,9.0,0.0,0.111111,10.0,0.0,0.0,0.0,'Y1'
0.0,1.0,119.0,7.0,0.0,0.076923,15.0,0.047619,1.0,0.0,'Y1'
0.0,1.0,115.0,3.0,0.0,0.076923,15.0,0.052632,1.0,0.0,'Y1'
0.0,0.0,70.0,6.0,0.0,0.142857,8.0,0.0,0.0,0.0,'Y1'
0.0,1.0,113.0,1.0,0.0,0.076923,15.0,0.055556,1.0,0.0,'Y1'
38.0,58.0,1890.0,1767.0,103.0,0.402899,302.0,0.757143,285.0,58.0,'Y0'
39.0,64.0,1817.0,1678.0,96.0,0.41396,302.0,0.735294,283.0,63.0,'Y0'
22.0,38.0,1241.0,1241.0,55.0,0.458498,121.0,0.892857,121.0,34.0,'Y0'
23.0,43.0,1958.0,1958.0,53.0,0.333333,251.0,1.0,251.0,41.0,'Y0'
1.0,36.0,818.0,818.0,2.0,0.001783,118.0,0.971429,118.0,36.0,'Y0'
1.0,1.0,34.0,10.0,2.0,0.0,11.0,0.111111,3.0,0.0,'Y1'
0.0,3.0,131.0,11.0,0.0,0.04,27.0,0.111111,3.0,2.0,'Y1'
0.0,1.0,67.0,7.0,0.0,0.090909,13.0,0.076923,1.0,0.0,'Y1'
0.0,1.0,52.0,2.0,0.0,0.111111,11.0,0.090909,1.0,0.0,'Y1'
0.0,0.0,68.0,68.0,0.0,0.076923,14.0,0.0,0.0,0.0,'Y1'
0.0,0.0,68.0,68.0,0.0,0.076923,14.0,0.0,0.0,0.0,'Y1'
5.0,2.0,178.0,108.0,5.0,0.121212,33.0,0.142857,18.0,0.0,'Y1'
23.0,9.0,429.0,429.0,57.0,0.642857,50.0,1.0,50.0,8.0,'Y0'
21.0,2.0,413.0,407.0,137.0,1.0,136.0,0.666667,135.0,1.0,'Y0'
0.0,0.0,20.0,0.0,0.0,0.333333,4.0,0.0,0.0,0.0,'Y1'
0.0,0.0,28.0,28.0,0.0,0.2,6.0,0.0,0.0,0.0,'Y1'
0.0,1.0,69.0,69.0,0.0,1.0,1.0,0.0,1.0,0.0,'Y0'
0.0,1.0,79.0,79.0,0.0,1.0,1.0,0.0,1.0,0.0,'Y0'
0.0,0.0,59.0,59.0,0.0,0.076923,14.0,0.0,0.0,0.0,'Y1'
0.0,0.0,204.0,204.0,0.0,0.02439,42.0,0.0,0.0,0.0,'Y1'
0.0,0.0,59.0,59.0,0.0,0.076923,14.0,0.0,0.0,0.0,'Y1'
0.0,3.0,100.0,68.0,0.0,0.2,8.0,0.176471,4.0,2.0,'Y1'
19.0,51.0,1320.0,1315.0,94.0,0.272727,135.0,0.4,134.0,50.0,'Y0'
5.0,1.0,117.0,117.0,7.0,1.0,8.0,0.083333,8.0,0.0,'Y0'
8.0,1.0,47.0,7.0,8.0,0.0,9.0,0.111111,1.0,0.0,'Y1'
1.0,1.0,41.0,11.0,4.0,0.0,7.0,0.0,1.0,0.0,'Y1'
1.0,3.0,55.0,35.0,0.0,0.0,7.0,0.2,3.0,0.0,'Y1'
0.0,1.0,22.0,7.0,0.0,0.0,4.0,0.142857,1.0,0.0,'Y1'
32.0,40.0,1134.0,1029.0,78.0,0.161905,172.0,0.6,150.0,39.0,'Y0'
4.0,9.0,82.0,82.0,3.0,0.0,10.0,1.0,10.0,8.0,'Y0'
0.0,1.0,43.0,43.0,0.0,0.285714,11.0,0.111111,1.0,0.0,'Y1'
0.0,4.0,40.0,20.0,0.0,0.333333,9.0,0.5,5.0,2.0,'Y1'
0.0,6.0,33.0,33.0,0.0,1.0,7.0,1.0,7.0,3.0,'Y0'
0.0,2.0,56.0,41.0,0.0,0.0,5.0,0.222222,2.0,0.0,'Y1'
0.0,1.0,47.0,12.0,0.0,0.0,8.0,0.125,1.0,0.0,'Y1'
2.0,2.0,68.0,40.0,4.0,0.0,8.0,0.222222,5.0,1.0,'Y0'
3.0,2.0,85.0,21.0,4.0,0.0,10.0,0.25,4.0,0.0,'Y0'
1.0,5.0,214.0,114.0,2.0,0.202899,28.0,0.192308,8.0,4.0,'Y1'
1.0,1.0,77.0,3.0,2.0,0.0,7.0,0.142857,1.0,0.0,'Y0'
1.0,1.0,76.0,3.0,2.0,0.0,7.0,0.142857,1.0,0.0,'Y0'
27.0,51.0,1950.0,1339.0,49.0,0.04601,263.0,0.4,202.0,49.0,'Y0'
1.0,1.0,38.0,38.0,1.0,1.0,1.0,0.066667,1.0,0.0,'Y0'
1.0,3.0,147.0,57.0,1.0,0.0,12.0,0.25,3.0,1.0,'Y1'
20.0,26.0,1562.0,1079.0,56.0,0.311475,263.0,0.289855,216.0,25.0,'Y0'
50.0,46.0,1635.0,1395.0,178.0,0.330216,372.0,0.444444,335.0,45.0,'Y0'
60.0,51.0,2345.0,2147.0,227.0,0.405045,393.0,0.722222,363.0,50.0,'Y0'
20.0,34.0,1513.0,1371.0,47.0,0.356275,273.0,0.5,250.0,32.0,'Y0'
35.0,120.0,3585.0,3336.0,133.0,0.468492,742.0,0.833333,703.0,108.0,'Y0'
20.0,37.0,1093.0,1062.0,30.0,0.011765,93.0,0.4,90.0,34.0,'Y0'
50.0,42.0,2060.0,1951.0,91.0,0.262626,185.0,0.622642,167.0,40.0,'Y0'
33.0,65.0,2167.0,1901.0,105.0,0.23843,279.0,0.625,242.0,64.0,'Y0'
21.0,96.0,2711.0,2424.0,70.0,0.409842,334.0,0.757576,299.0,94.0,'Y0'
5.0,1.0,229.0,170.0,7.0,1.0,36.0,0.037037,23.0,0.0,'Y0'
1.0,1.0,13.0,13.0,1.0,1.0,1.0,0.125,1.0,0.0,'Y0'
1.0,1.0,33.0,33.0,1.0,1.0,1.0,0.045455,1.0,0.0,'Y0'
1.0,1.0,42.0,42.0,1.0,1.0,1.0,0.111111,1.0,0.0,'Y0'
30.0,39.0,1091.0,997.0,80.0,0.415385,132.0,0.885714,119.0,37.0,'Y0'
20.0,46.0,1837.0,1837.0,48.0,0.318182,275.0,1.0,275.0,45.0,'Y0'
0.0,2.0,64.0,23.0,0.0,0.6,8.0,0.166667,2.0,0.0,'Y1'
0.0,2.0,57.0,24.0,0.0,0.4,7.0,0.181818,2.0,0.0,'Y1'
17.0,66.0,3363.0,3363.0,54.0,0.230769,518.0,1.0,518.0,64.0,'Y0'
0.0,1.0,270.0,270.0,0.0,1.0,1.0,0.0,1.0,0.0,'Y0'
0.0,1.0,41.0,41.0,0.0,1.0,1.0,0.0,1.0,0.0,'Y0'
22.0,30.0,1075.0,989.0,40.0,0.326437,164.0,0.702703,151.0,25.0,'Y0'
23.0,32.0,1614.0,1257.0,42.0,0.442376,271.0,0.55102,209.0,29.0,'Y0'
16.0,20.0,1054.0,1030.0,51.0,0.490909,192.0,0.6,189.0,19.0,'Y0'
67.0,31.0,2633.0,2410.0,140.0,0.501894,442.0,0.36,404.0,30.0,'Y0'
0.0,1.0,121.0,4.0,0.0,0.0,14.0,0.071429,1.0,0.0,'Y1'
0.0,2.0,74.0,26.0,0.0,0.333333,10.0,0.2,2.0,1.0,'Y1'
9.0,13.0,1176.0,1154.0,12.0,0.3,98.0,0.833333,97.0,12.0,'Y0'
