@relation my_relation
@attribute attr0 real
@attribute attr1 real
@attribute attr2 real
@attribute attr3 real
@attribute attr4 real
@attribute attr5 real
@attribute attr6 real
@attribute attr7 real
@attribute attr8 real
@attribute attr9 real
@attribute attr10 real
@attribute attr11 real
@attribute attr12 real
@attribute attr13 real
@attribute attr14 real
@attribute attr15 real
@attribute attr16 real
@attribute attr17 real
@attribute attr18 real
@attribute attr19 real
@attribute attr20 real
@attribute attr21 real
@attribute attr22 real
@attribute attr23 real
@attribute attr24 real
@attribute attr25 real
@attribute attr26 real
@attribute attr27 real
@attribute attr28 real
@attribute attr29 real
@attribute attr30 real
@attribute attr31 real
@attribute attr32 real
@attribute attr33 real
@attribute attr34 real
@attribute attr35 real
@attribute attr36 real
@attribute attr37 real
@attribute attr38 real
@attribute attr39 real
@attribute attr40 real
@attribute attr41 real
@attribute attr42 real
@attribute attr43 real
@attribute attr44 real
@attribute attr45 real
@attribute attr46 real
@attribute attr47 real
@attribute attr48 real
@attribute attr49 real
@attribute attr50 real
@attribute attr51 real
@attribute attr52 real
@attribute attr53 real
@attribute attr54 real
@attribute attr55 real
@attribute attr56 real
@attribute attr57 real
@attribute attr58 real
@attribute attr59 real
@attribute attr60 real
@attribute attr61 real
@attribute attr62 real
@attribute attr63 real
@attribute attr64 real
@attribute attr65 real
@attribute attr66 real
@attribute attr67 real
@attribute attr68 real
@attribute attr69 real
@attribute attr70 real
@attribute attr71 real
@attribute attr72 real
@attribute attr73 real
@attribute attr74 real
@attribute attr75 real
@attribute attr76 real
@attribute attr77 real
@attribute attr78 real
@attribute attr79 real
@attribute attr80 real
@attribute attr81 real
@attribute attr82 string
@data
3.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,15.0,4.0,18.0,18.0,4.0,1.0,0.0,1.0,9.0,0.0,4.0,0.0,1.0,4.0,1.0,1.0,8.0,100.0,1.0,2639.0,109.0,4.0,48.0,1.0,245.0,233.0,6694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,'Y0'
0.0,0.0,10.0,3.0,0.0,3.0,33.0,6.0,0.0,6.0,0.0,23.0,0.294118,5.0,6.0,5.0,3.0,6.0,0.0,0.833333,1.0,0.0,2.0,29.0,0.0,106.0,25.0,29.0,4.0,0.0,1.0,1371.0,1371.0,51.0,1.0,0.0,27.0,87.0,0.0,328.0,0.723214,1.0,328.0,11.310345,11.310345,8.0,100.0,1.0,2639.0,109.0,4.0,48.0,1.0,245.0,233.0,6694.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,25.0,0.0,0.0,0.0,0.0,29.0,6.0,0.0,0.0,6.0,23.0,27.0,0.0,2.0,0.0,'Y1'
5.0,0.0,9.0,2.0,0.0,4.0,48.0,10.0,0.0,6.0,0.0,17.0,0.166667,1.0,3.0,2.0,6.0,3.0,0.0,0.333333,1.0,0.0,2.0,29.0,0.0,106.0,25.0,29.0,4.0,0.0,1.0,1371.0,1371.0,51.0,1.0,0.0,27.0,87.0,0.0,328.0,0.723214,1.0,328.0,11.310345,11.310345,8.0,100.0,1.0,2639.0,109.0,4.0,48.0,1.0,245.0,233.0,6694.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,25.0,0.0,0.0,0.0,0.0,29.0,6.0,0.0,0.0,6.0,23.0,27.0,0.0,2.0,0.0,'Y1'
1.0,0.0,56.0,2.0,0.0,6.0,523.0,139.0,0.0,25.0,0.0,105.0,0.3,7.0,19.0,24.0,6.0,19.0,0.0,0.368421,1.0,0.0,2.0,29.0,0.0,106.0,25.0,29.0,4.0,0.0,1.0,1371.0,1371.0,51.0,1.0,0.0,27.0,87.0,0.0,328.0,0.723214,1.0,328.0,11.310345,11.310345,8.0,100.0,1.0,2639.0,109.0,4.0,48.0,1.0,245.0,233.0,6694.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,25.0,0.0,0.0,0.0,0.0,29.0,6.0,0.0,0.0,6.0,23.0,27.0,0.0,2.0,0.0,'Y1'
2.0,0.0,83.0,8.0,0.0,6.0,257.0,75.0,0.0,16.0,0.0,101.0,0.023529,3.0,5.0,2.0,4.0,5.0,0.0,0.6,0.0,0.0,0.0,31.0,0.0,173.0,4.0,31.0,2.0,0.0,1.0,828.0,828.0,13.0,1.0,0.0,36.0,44.0,0.0,213.0,0.666667,1.0,213.0,6.870968,6.870968,3.0,54.0,0.0,1422.0,54.0,4.0,48.0,1.0,245.0,233.0,6694.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,27.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,1.0,30.0,29.0,0.0,2.0,0.0,'Y1'
1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,11.0,2.0,15.0,15.0,0.0,0.0,0.0,4.0,21.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,5.0,0.0,44.0,5.0,11.0,58.0,2.0,541.0,326.0,7842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,'Y0'
1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,11.0,2.0,15.0,15.0,0.0,0.0,0.0,4.0,21.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,5.0,0.0,44.0,5.0,11.0,58.0,2.0,541.0,326.0,7842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,'Y0'
0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,7.0,2.0,29.0,29.0,2.0,0.0,0.0,5.0,15.0,0.0,4.0,0.0,1.0,4.0,1.333333,1.333333,2.0,5.0,0.0,44.0,5.0,11.0,58.0,2.0,541.0,326.0,7842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,'Y0'
0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,40.0,0.0,15.0,3.0,1.0,20.0,0.0,1.0,330.0,330.0,3.0,0.087179,0.0,9.0,58.0,0.0,40.0,0.971795,0.025,1.0,1.0,1.0,5.0,27.0,0.0,1293.0,138.0,11.0,58.0,2.0,541.0,326.0,7842.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,41.0,1.0,1.0,0.0,0.0,'Y0'
7.0,0.0,9.0,2.0,0.0,5.0,176.0,23.0,0.0,18.0,0.0,32.0,0.1,3.0,3.0,1.0,2.0,7.0,0.0,0.428571,0.0,0.0,0.0,18.0,0.0,13.0,5.0,18.0,1.0,0.0,1.0,538.0,538.0,5.0,0.784314,0.0,6.0,31.0,0.0,45.0,1.0,1.0,45.0,2.5,2.5,10.0,60.0,1.0,1447.0,77.0,11.0,58.0,2.0,541.0,326.0,7842.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,18.0,0.0,18.0,0.0,0.0,1.0,'Y1'
0.0,0.0,0.0,0.0,0.0,2.0,18.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,3.0,0.0,72.0,5.0,88.0,88.0,3.0,1.0,0.0,2.0,6.0,0.0,10.0,0.0,1.0,10.0,3.333333,3.333333,3.0,28.0,0.0,619.0,34.0,4.0,56.0,5.0,502.0,445.0,10835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,'Y0'
4.0,0.0,1.0,1.0,0.0,2.0,27.0,4.0,0.0,6.0,0.0,7.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.5,0.0,0.0,0.0,3.0,0.0,1.0,2.0,3.0,0.0,72.0,5.0,88.0,88.0,3.0,1.0,0.0,2.0,6.0,0.0,10.0,0.0,1.0,10.0,3.333333,3.333333,3.0,28.0,0.0,619.0,34.0,4.0,56.0,5.0,502.0,445.0,10835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,'Y0'
0.0,0.0,1.0,1.0,0.0,3.0,12.0,3.0,0.0,4.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,3.0,0.0,1.0,2.0,3.0,0.0,72.0,5.0,88.0,88.0,3.0,1.0,0.0,2.0,6.0,0.0,10.0,0.0,1.0,10.0,3.333333,3.333333,3.0,28.0,0.0,619.0,34.0,4.0,56.0,5.0,502.0,445.0,10835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,'Y0'
0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,30.0,0.0,0.0,1.0,24.0,11.0,0.0,1.0,518.0,390.0,1.0,0.261084,0.0,1.0,31.0,0.0,55.0,0.937304,0.8,42.0,1.833333,1.75,3.0,28.0,0.0,619.0,34.0,4.0,56.0,5.0,502.0,445.0,10835.0,0.0,0.0,11.0,0.0,5.0,5.0,5.0,6.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,23.0,0.0,1.0,0.0,'Y0'
2.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,30.0,0.0,0.0,1.0,24.0,11.0,0.0,1.0,518.0,390.0,1.0,0.261084,0.0,1.0,31.0,0.0,55.0,0.937304,0.8,42.0,1.833333,1.75,3.0,28.0,0.0,619.0,34.0,4.0,56.0,5.0,502.0,445.0,10835.0,0.0,0.0,11.0,0.0,5.0,5.0,5.0,6.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,23.0,0.0,1.0,0.0,'Y0'
2.0,0.0,0.0,0.0,0.0,3.0,30.0,3.0,0.0,10.0,0.0,14.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,30.0,0.0,0.0,1.0,24.0,11.0,0.0,1.0,518.0,390.0,1.0,0.261084,0.0,1.0,31.0,0.0,55.0,0.937304,0.8,42.0,1.833333,1.75,3.0,28.0,0.0,619.0,34.0,4.0,56.0,5.0,502.0,445.0,10835.0,0.0,0.0,11.0,0.0,5.0,5.0,5.0,6.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,23.0,0.0,1.0,0.0,'Y0'
3.0,0.0,15.0,2.0,0.0,7.0,206.0,60.0,0.0,19.0,0.0,52.0,0.428571,5.0,11.0,15.0,12.0,11.0,0.0,0.454545,2.0,9.0,3.0,47.0,0.0,19.0,11.0,38.0,48.0,0.0,1.0,1342.0,1264.0,30.0,0.49359,1.0,10.0,77.0,0.0,227.0,0.949275,0.709677,213.0,4.829787,5.605263,40.0,277.0,5.0,7963.0,322.0,4.0,56.0,5.0,502.0,445.0,10835.0,0.0,13.0,34.0,0.0,24.0,19.0,19.0,24.0,5.0,0.0,31.0,7.0,9.0,1.0,7.0,0.0,41.0,2.0,2.0,5.0,0.0,41.0,38.0,1.0,0.0,0.0,'Y1'
3.0,0.0,0.0,0.0,0.0,7.0,111.0,21.0,0.0,17.0,0.0,18.0,1.0,2.0,6.0,4.0,4.0,6.0,0.0,0.333333,0.0,0.0,1.0,7.0,0.0,0.0,2.0,7.0,5.0,0.0,1.0,469.0,469.0,10.0,0.3,0.0,1.0,17.0,0.0,54.0,0.9,0.0,54.0,7.714286,7.714286,40.0,277.0,5.0,7963.0,322.0,4.0,56.0,5.0,502.0,445.0,10835.0,0.0,5.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,7.0,7.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,1.0,'Y0'
1.0,0.0,19.0,1.0,0.0,1.0,7.0,2.0,0.0,1.0,0.0,32.0,0.095238,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,15.0,1.0,24.0,0.0,22.0,8.0,9.0,26.0,8.0,2.0,624.0,488.0,13.0,0.177866,0.0,9.0,41.0,0.0,52.0,0.989967,0.285714,28.0,2.166667,3.111111,40.0,277.0,5.0,7963.0,322.0,4.0,56.0,5.0,502.0,445.0,10835.0,0.0,1.0,25.0,0.0,16.0,14.0,11.0,7.0,5.0,3.0,21.0,0.0,3.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0,8.0,0.0,1.0,0.0,'Y1'
1.0,0.0,33.0,5.0,0.0,7.0,142.0,42.0,0.0,12.0,0.0,51.0,0.0,7.0,16.0,0.0,9.0,21.0,0.0,0.333333,1.0,0.0,0.0,18.0,0.0,61.0,9.0,18.0,2.0,0.0,1.0,1097.0,1097.0,36.0,0.269231,0.0,9.0,61.0,0.0,286.0,0.882353,1.0,286.0,15.888889,15.888889,40.0,277.0,5.0,7963.0,322.0,4.0,56.0,5.0,502.0,445.0,10835.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,12.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0,18.0,1.0,0.0,0.0,'Y1'
1.0,1.0,0.0,0.0,1.0,3.0,18.0,3.0,0.0,9.0,0.0,9.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,10.0,4.0,0.0,0.0,10.0,4.0,0.0,0.0,1.0,196.0,196.0,11.0,0.0,0.0,0.0,15.0,0.0,8.0,0.0,1.0,8.0,2.0,2.0,30.0,106.0,4.0,993.0,111.0,3.0,91.0,9.0,585.0,567.0,8432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,'Y0'
0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,10.0,4.0,0.0,0.0,1.0,196.0,196.0,11.0,0.0,0.0,0.0,15.0,0.0,8.0,0.0,1.0,8.0,2.0,2.0,30.0,106.0,4.0,993.0,111.0,3.0,91.0,9.0,585.0,567.0,8432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,'Y0'
0.0,1.0,0.0,0.0,1.0,2.0,14.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,10.0,4.0,0.0,0.0,1.0,196.0,196.0,11.0,0.0,0.0,0.0,15.0,0.0,8.0,0.0,1.0,8.0,2.0,2.0,30.0,106.0,4.0,993.0,111.0,3.0,91.0,9.0,585.0,567.0,8432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,'Y0'
1.0,0.0,0.0,0.0,0.0,2.0,31.0,2.0,0.0,6.0,0.0,5.0,0.0,9.0,10.0,0.0,0.0,10.0,0.0,0.9,0.0,0.0,10.0,4.0,0.0,0.0,10.0,4.0,0.0,0.0,1.0,196.0,196.0,11.0,0.0,0.0,0.0,15.0,0.0,8.0,0.0,1.0,8.0,2.0,2.0,30.0,106.0,4.0,993.0,111.0,3.0,91.0,9.0,585.0,567.0,8432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,'Y0'
1.0,1.0,5.0,2.0,1.0,3.0,22.0,8.0,0.0,2.0,0.0,7.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.5,1.0,1.0,0.0,11.0,0.0,6.0,3.0,10.0,3.0,0.0,1.0,197.0,170.0,6.0,0.0,0.0,3.0,18.0,0.0,29.0,1.0,0.888889,25.0,2.636364,2.5,59.0,451.0,5.0,7010.0,464.0,3.0,91.0,9.0,585.0,567.0,8432.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,9.0,0.0,2.0,9.0,0.0,1.0,0.0,'Y1'
2.0,0.0,0.0,0.0,0.0,5.0,79.0,3.0,0.0,10.0,0.0,15.0,1.0,4.0,4.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,4.0,5.0,14.0,2.0,166.0,166.0,4.0,0.5,0.0,10.0,34.0,0.0,10.0,0.6,1.0,10.0,2.5,2.5,7.0,34.0,0.0,713.0,36.0,13.0,66.0,10.0,629.0,479.0,11929.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,'Y0'
